Date,Open,High,Low,Close,Volume,PriceCategory
2010-02-05,0.3,0.3038205223333325,0.2984316362776194,0.3,2388.6,Low
2010-02-06,0.3,0.3037889456195178,0.297196997248536,0.3,2062.2,Low
2010-02-07,0.3,0.3038165237821861,0.2940659978319136,0.3,775.1999999999999,Low
2010-02-08,0.3,0.3056793640475333,0.2960937379167983,0.3,562.1999999999999,Low
2010-02-09,0.3,0.3041863757048898,0.298111963096225,0.3,735.6,Low
2010-02-10,0.3,0.3023491950332705,0.2940803574418941,0.3,2574.0,Low
2010-02-11,0.3,0.3027910821366562,0.2981087499188884,0.3,2202.9,Low
2010-02-12,0.3,0.3042764978167854,0.2955979858121802,0.3,2654.4,Low
2010-02-13,0.3,0.3006432851882868,0.2981990029571735,0.3,912.9,Low
2010-02-14,0.3,0.3041005702780403,0.2952864532468188,0.3,90.0,Low
2010-02-15,0.3,0.3041226358568235,0.2960292904910012,0.3,2278.2,Low
2010-02-16,0.3,0.3014991805981208,0.2964355708833068,0.3,117.3,Low
2010-02-17,0.3,0.3010348798966326,0.2970842992166968,0.3,537.6,Low
2010-02-18,0.3,0.3020979416002678,0.298315793418878,0.3,2859.9,Low
2010-02-19,0.3,0.3023731513943729,0.296226264740714,0.3,1420.5,Low
2010-02-20,0.3,0.3035501215913819,0.2947162189700315,0.3,2397.0,Low
2010-02-21,0.3,0.3028000286267352,0.29952155913991,0.3,651.0,Low
2010-02-22,0.3,0.3059337308769376,0.2955237824886769,0.3,1300.2,Low
2010-02-23,0.3,0.3008816554212637,0.2946844415495864,0.3,2043.9,Low
2010-02-24,0.3,0.3014905975097405,0.296183739652557,0.3,2225.7,Low
2010-02-25,0.3,0.3012194642519444,0.2982269453952722,0.3,1290.9,Low
2010-02-26,0.3,0.3040227174551528,0.2976965921611807,0.3,1506.3,Low
2010-02-27,0.3,0.3017437621344767,0.2954318125208398,0.3,415.8,Low
2010-02-28,0.3,0.3029579714052809,0.2976091125229331,0.3,2709.6,Low
2010-03-01,0.3,0.3016932258744091,0.2996539830102647,0.3,1014.0,Low
2010-03-02,0.3,0.3012061266267794,0.2990985457205392,0.3,347.7,Low
2010-03-03,0.3,0.3009291383046366,0.2980735598903286,0.3,2139.9,Low
2010-03-04,0.3,0.304041078659952,0.2974589321218205,0.3,400.2,Low
2010-03-05,0.3,0.3010876428226871,0.2976233490784908,0.3,445.5,Low
2010-03-06,0.3,0.3014205194615763,0.2951033619894893,0.3,1098.6,Low
2010-03-07,0.3,0.3024017334727674,0.2984369784038168,0.3,2398.2,Low
2010-03-08,0.3,0.3049796614101332,0.2973612141008902,0.3,1863.3,Low
2010-03-09,0.3,0.3008534772720204,0.2950589067035232,0.3,367.2,Low
2010-03-10,0.3,0.3050762859727431,0.2951774075009541,0.3,388.8,Low
2010-03-11,0.3,0.3008477609249955,0.2985302157544682,0.3,1032.3,Low
2010-03-12,0.3,0.3058658189505763,0.2976247838300901,0.3,690.9,Low
2010-03-13,0.3,0.3029713118493919,0.2988090150476055,0.3,1842.9,Low
2010-03-14,0.3,0.3058675382026849,0.2991864300672465,0.3,488.1,Low
2010-03-15,0.3,0.3037476194625467,0.2965410988384052,0.3,1872.9,Low
2010-03-16,0.3,0.3045138024025703,0.2978788942185769,0.3,2003.1,Low
2010-03-17,0.3,0.3005233704158496,0.296771971465801,0.3,2803.5,Low
2010-03-18,0.3,0.3019119996866855,0.296348913578105,0.3,2135.4,Low
2010-03-19,0.3,0.300985120398915,0.2962447040746272,0.3,1020.0,Low
2010-03-20,0.3,0.3019879991258762,0.2943376383218451,0.3,1595.1,Low
2010-03-21,0.3,0.3009767479980391,0.2983624994477082,0.3,459.3,Low
2010-03-22,0.3,0.3021125041225457,0.2945809138285892,0.3,1975.8,Low
2010-03-23,0.3,0.3026612990687336,0.2994075406275512,0.3,1305.9,Low
2010-03-24,0.3,0.300665640729188,0.2995268178170593,0.3,1948.8,Low
2010-03-25,0.3,0.3042470910804091,0.2990800220024459,0.3,2179.8,Low
2010-03-26,0.3,0.3035296282889774,0.2960309718616182,0.3,574.8,Low
2010-03-27,0.3,0.3018127200983548,0.2966773269504871,0.3,1480.2,Low
2010-03-28,0.3,0.3032825139047602,0.2987758978562895,0.3,2689.2,Low
2010-03-29,0.3,0.3008354609113231,0.2988569417996988,0.3,2256.6,Low
2010-03-30,0.3,0.3035828950246702,0.2966822529419871,0.3,1844.1,Low
2010-03-31,0.3,0.3055969883261844,0.2942336663770437,0.3,2890.8,Low
2010-04-01,0.3,0.3021158430289725,0.2986584389661566,0.3,1161.0,Low
2010-04-02,0.3,0.304104239165793,0.2982229617917169,0.3,1701.9,Low
2010-04-03,0.3,0.301051247815705,0.2990126752335975,0.3,2531.1,Low
2010-04-04,0.3,0.3043830650634758,0.2963107694910722,0.3,260.1,Low
2010-04-05,0.3,0.301949614729799,0.2944174150478021,0.3,490.5,Low
2010-04-06,0.3,0.3013441907634406,0.2983433136940362,0.3,2901.3,Low
2010-04-07,0.3,0.3036431237284174,0.2970071987998664,0.3,907.8,Low
2010-04-08,0.3,0.3004146130132687,0.2945265970162002,0.3,2906.4,Low
2010-04-09,0.3,0.3050249581665389,0.2956627860987241,0.3,606.6,Low
2010-04-10,0.3,0.3003267642142975,0.2966887660182523,0.3,1574.4,Low
2010-04-11,0.3,0.3041635542597385,0.2960559514221435,0.3,1005.0,Low
2010-04-12,0.3,0.3018390454471953,0.2955342144496644,0.3,2039.7,Low
2010-04-13,0.3,0.3044906059260988,0.2955476728231191,0.3,610.1999999999999,Low
2010-04-14,0.3,0.3057844747071694,0.2969356304824194,0.3,2204.4,Low
2010-04-15,0.3,0.3017178929180637,0.2980955868353226,0.3,1708.8,Low
2010-04-16,0.3,0.3035840968061817,0.2985248048204853,0.3,2408.7,Low
2010-04-17,0.3,0.3036746390082495,0.294463900897283,0.3,448.2,Low
2010-04-18,0.3,0.3035618358630079,0.2993679938309331,0.3,429.9,Low
2010-04-19,0.3,0.3015715653060515,0.2977786830996058,0.3,1034.4,Low
2010-04-20,0.3,0.3057306693656468,0.2957667142147548,0.3,2399.1,Low
2010-04-21,0.3,0.3028486146581204,0.2962796065443687,0.3,2516.1,Low
2010-04-22,0.3,0.3051245294330854,0.2972306539791821,0.3,2378.7,Low
2010-04-23,0.3,0.3042870318693098,0.2991058726645693,0.3,2376.3,Low
2010-04-24,0.3,0.3019953906198742,0.2989046901078233,0.3,522.9,Low
2010-04-25,0.3,0.3049386475723041,0.2957298196255132,0.3,2315.4,Low
2010-04-26,0.3,0.3025600827228278,0.2969429292975246,0.3,698.4,Low
2010-04-27,0.3,0.3053222882235336,0.2977645608335787,0.3,672.3,Low
2010-04-28,0.3,0.3036132553740244,0.2975636768728289,0.3,1269.0,Low
2010-04-29,0.3,0.3053258915625726,0.2972564899093661,0.3,2379.9,Low
2010-04-30,0.3,0.3042474300634432,0.2958065772722927,0.3,1975.5,Low
2010-05-01,0.3,0.304433949394972,0.2962745975997085,0.3,51.3,Low
2010-05-02,0.3,0.3031575489769821,0.2992982470168625,0.3,2213.7,Low
2010-05-03,0.3,0.3057496767179223,0.2988023762032588,0.3,2742.0,Low
2010-05-04,0.3,0.3039707441356089,0.2992978325845426,0.3,177.9,Low
2010-05-05,0.3,0.3027159737767816,0.2995028362832007,0.3,2190.9,Low
2010-05-06,0.3,0.3037564413205291,0.2952767719677133,0.3,683.1,Low
2010-05-07,0.3,0.3004094012303632,0.294849534226321,0.3,541.5,Low
2010-05-08,0.3,0.3020189764550449,0.2973277863563111,0.3,57.0,Low
2010-05-09,0.3,0.3040629891637083,0.2941776075282223,0.3,2079.6,Low
2010-05-10,0.3,0.3019534423610995,0.2947774930972529,0.3,757.1999999999999,Low
2010-05-11,0.3,0.3038226879452934,0.294795805249912,0.3,2500.2,Low
2010-05-12,0.3,0.3027439815953909,0.2976070489203822,0.3,456.6,Low
2010-05-13,0.3,0.3010722021660679,0.2942602211703052,0.3,2830.8,Low
2010-05-14,0.3,0.3020002092579493,0.2954310998798869,0.3,1404.9,Low
2010-05-15,0.3,0.3035487999909972,0.2976839531540859,0.3,2572.5,Low
2010-05-16,0.3,0.3036679747391146,0.2946336525045137,0.3,1723.5,Low
2010-05-17,0.3,0.3035736539184426,0.2996765598901987,0.3,2244.9,Low
2010-05-18,0.3,0.3040232446731857,0.2964419310649668,0.3,1884.3,Low
2010-05-19,0.3,0.3040169886390096,0.2967350150798875,0.3,112.2,Low
2010-05-20,0.3,0.3027590850819736,0.2992337973389775,0.3,1525.5,Low
2010-05-21,0.3,0.305410315596351,0.2947845680098347,0.3,2968.5,Low
2010-05-22,0.3,0.302395102659273,0.2980942463446087,0.3,1103.7,Low
2010-05-23,0.3,0.302784430074014,0.2975548045471176,0.3,1095.9,Low
2010-05-24,0.3,0.3053839631235893,0.2969916255377524,0.3,2528.4,Low
2010-05-25,0.3,0.3048953057375627,0.2950434714663073,0.3,1394.4,Low
2010-05-26,0.3,0.3043121649261801,0.2963088532245941,0.3,1857.0,Low
2010-05-27,0.3,0.3008712932576801,0.2964854439398935,0.3,1389.0,Low
2010-05-28,0.3,0.3055410508983446,0.2976344478172241,0.3,635.6999999999999,Low
2010-05-29,0.3,0.3043711754074299,0.2981057973707872,0.3,932.1,Low
2010-05-30,0.3,0.3059934279374368,0.296974714677958,0.3,1209.9,Low
2010-05-31,0.3,0.3011518553365505,0.29824231886742,0.3,691.5,Low
2010-06-01,0.3,0.3052483185269988,0.2977647848022356,0.3,219.6,Low
2010-06-02,0.3,0.3012262097276553,0.2971898548908031,0.3,1210.8,Low
2010-06-03,0.3,0.3038086895164179,0.2948920450729563,0.3,2469.9,Low
2010-06-04,0.3,0.3010057739022418,0.2943960894845447,0.3,306.3,Low
2010-06-05,0.3,0.3051336469071367,0.2949704741935309,0.3,1885.8,Low
2010-06-06,0.3,0.3049017180647325,0.2967035116251093,0.3,2325.0,Low
2010-06-07,0.3,0.3035438742101032,0.2956441236562226,0.3,2910.3,Low
2010-06-08,0.3,0.3026209447941881,0.297789310927499,0.3,1904.7,Low
2010-06-09,0.3,0.3006942518740942,0.2970825775414406,0.3,437.4,Low
2010-06-10,0.3,0.304275344006924,0.2943392089588209,0.3,1604.4,Low
2010-06-11,0.3,0.3028851932912649,0.2976767993640289,0.3,627.9,Low
2010-06-12,0.3,0.304415716916981,0.2987139816396329,0.3,1820.4,Low
2010-06-13,0.3,0.3052383792577932,0.2970090638749975,0.3,1739.7,Low
2010-06-14,0.3,0.3058604725785164,0.2959802277728879,0.3,367.8,Low
2010-06-15,0.3,0.3051780790516378,0.2989788687190916,0.3,254.7,Low
2010-06-16,0.3,0.3003667702798545,0.2990040219135661,0.3,2312.7,Low
2010-06-17,0.3,0.3023518749675266,0.2979689391216454,0.3,475.8,Low
2010-06-18,0.3,0.3044609462058171,0.2945264001220294,0.3,2367.9,Low
2010-06-19,0.3,0.3012782891603902,0.2958547580493401,0.3,1930.2,Low
2010-06-20,0.3,0.3032699086553635,0.2984349753086334,0.3,1163.1,Low
2010-06-21,0.3,0.3006097265335337,0.296260120904455,0.3,1624.2,Low
2010-06-22,0.3,0.3014399801919095,0.2959366329472721,0.3,2007.9,Low
2010-06-23,0.3,0.3004055742284255,0.2967185883245252,0.3,1758.3,Low
2010-06-24,0.3,0.3048240769091372,0.2953715199749372,0.3,616.8,Low
2010-06-25,0.3,0.3015763707219441,0.2995589877646428,0.3,2556.0,Low
2010-06-26,0.3,0.3022685045799723,0.2986106318055074,0.3,155.4,Low
2010-06-27,0.3,0.3055900633727539,0.2941916810567768,0.3,2009.1,Low
2010-06-28,0.3,0.3043151620909641,0.296862881989986,0.3,1442.7,Low
2010-06-29,0.3,0.3004814818983284,0.2992638656491568,0.3,2402.1,Low
2010-06-30,0.3,0.3012387566920381,0.2979433757657574,0.3,399.0,Low
2010-07-01,0.3,0.3038424268885486,0.2996898973988116,0.3,2178.0,Low
2010-07-02,0.3,0.3035902029550437,0.2963973388212519,0.3,1908.0,Low
2010-07-03,0.3,0.3016559890818346,0.2940029739744324,0.3,803.6999999999999,Low
2010-07-04,0.3,0.3056250197881713,0.2963364328641298,0.3,1972.2,Low
2010-07-05,0.3,0.3037996059490056,0.2962225843057576,0.3,941.1,Low
2010-07-06,0.3,0.3033531069772422,0.2978319583074499,0.3,2119.8,Low
2010-07-07,0.3,0.303662486865221,0.2983489144900639,0.3,2984.4,Low
2010-07-08,0.3,0.3044616955682456,0.2968035075393713,0.3,2386.5,Low
2010-07-09,0.3,0.3020780864742337,0.2945712188482288,0.3,1856.1,Low
2010-07-10,0.3,0.3025698600546317,0.2996444187065462,0.3,550.8,Low
2010-07-11,0.3,0.3014961093691582,0.2964529901992214,0.3,2053.8,Low
2010-07-12,0.3,0.3013613001335178,0.2972574868937592,0.3,1479.0,Low
2010-07-13,0.3,0.3056829226229083,0.2961592779558342,0.3,2702.4,Low
2010-07-14,0.3,0.3045154395317809,0.2949122392506143,0.3,1179.0,Low
2010-07-15,0.3,0.3030956152091201,0.2971404496980283,0.3,2974.2,Low
2010-07-16,0.3,0.3015962633794479,0.2984592081447619,0.3,157.5,Low
2010-07-17,0.3,0.3017498319460912,0.2975533401744923,0.3,1672.2,Low
2010-07-18,0.3,0.3006307662138461,0.2988418571815902,0.3,475.2,Low
2010-07-19,0.3,0.3027761747656812,0.2992160744789982,0.3,1590.6,Low
2010-07-20,0.3,0.3020772365273663,0.2975575048084019,0.3,120.0,Low
2010-07-21,0.3,0.3042691578862481,0.2961335182672146,0.3,1370.7,Low
2010-07-22,0.3,0.3024531854839671,0.2982018385843009,0.3,1708.2,Low
2010-07-23,0.3,0.3013237409620898,0.2944806002910256,0.3,2359.8,Low
2010-07-24,0.3,0.3004406687518305,0.2957729775931179,0.3,2702.1,Low
2010-07-25,0.3,0.3006833228993405,0.2957880133173191,0.3,2102.7,Low
2010-07-26,0.3,0.3041725388089418,0.2957572490940371,0.3,286.8,Low
2010-07-27,0.3,0.3028860720139694,0.2996903983600978,0.3,1222.5,Low
2010-07-28,0.3,0.3033585015033196,0.2950658615055293,0.3,119.4,Low
2010-07-29,0.3,0.3054110263703299,0.2944696308207227,0.3,744.0,Low
2010-07-30,0.3,0.3059449320001612,0.2995894314927043,0.3,2100.3,Low
2010-07-31,0.3,0.3015363128110713,0.2962897242548041,0.3,2844.0,Low
2010-08-01,0.3,0.3040795457576706,0.2958435181102734,0.3,1367.4,Low
2010-08-02,0.3,0.3018009375474018,0.2985814172885887,0.3,926.1,Low
2010-08-03,0.3,0.3004177106969546,0.294922195800904,0.3,1739.4,Low
2010-08-04,0.3,0.3046227583268659,0.2961327609385522,0.3,166.79999999999998,Low
2010-08-05,0.3,0.302124097759688,0.2984171860820218,0.3,2755.5,Low
2010-08-06,0.3,0.3024857441967798,0.2941870163347099,0.3,778.5,Low
2010-08-07,0.3,0.3036534075472555,0.2984695659393581,0.3,1325.7,Low
2010-08-08,0.3,0.3050369761948463,0.2958320495004808,0.3,1940.7,Low
2010-08-09,0.3,0.3038851965084695,0.2969988282604984,0.3,431.4,Low
2010-08-10,0.3,0.3052741087360501,0.2955772765114129,0.3,2853.6,Low
2010-08-11,0.3,0.3018591895984491,0.2991427729936529,0.3,919.5,Low
2010-08-12,0.3,0.3048488669533016,0.2942704920434598,0.3,2566.2,Low
2010-08-13,0.3,0.3013581248825439,0.2985344125243949,0.3,270.9,Low
2010-08-14,0.3,0.30573091244474,0.2984438115463505,0.3,1341.6,Low
2010-08-15,0.3,0.3042186831754105,0.2965420373476942,0.3,1120.5,Low
2010-08-16,0.3,0.3015283937595472,0.297706520398501,0.3,2369.7,Low
2010-08-17,0.3,0.3057000123657868,0.297179860791788,0.3,2935.5,Low
2010-08-18,0.3,0.3044658780985899,0.2994885385698004,0.3,192.3,Low
2010-08-19,0.3,0.3017474673627916,0.2983611586623564,0.3,1103.1,Low
2010-08-20,0.3,0.3015158782709946,0.2952908612345712,0.3,146.4,Low
2010-08-21,0.3,0.3032537440694047,0.2945573736220548,0.3,823.1999999999999,Low
2010-08-22,0.3,0.3004462774929108,0.2983691785752513,0.3,1651.8,Low
2010-08-23,0.3,0.3014825794300143,0.2952919107016254,0.3,1987.2,Low
2010-08-24,0.3,0.3027207071718835,0.2995350038494473,0.3,1247.7,Low
2010-08-25,0.3,0.3024327688879051,0.2994450716036749,0.3,122.1,Low
2010-08-26,0.3,0.3029423799188794,0.2974598474551966,0.3,2318.7,Low
2010-08-27,0.3,0.3018824836258799,0.2988569064693124,0.3,2592.6,Low
2010-08-28,0.3,0.3036446707748115,0.2987530101587309,0.3,67.2,Low
2010-08-29,0.3,0.3052239769537624,0.2961238369585442,0.3,1474.5,Low
2010-08-30,0.3,0.3009699315789835,0.2948084636674307,0.3,943.5,Low
2010-08-31,0.3,0.3032490609107784,0.2952598867218935,0.3,1079.4,Low
2010-09-01,0.3,0.3010527882061674,0.2977819852923626,0.3,2196.3,Low
2010-09-02,0.3,0.3043861001827978,0.2947112689879665,0.3,774.0,Low
2010-09-03,0.3,0.3025575403060015,0.2949043282539133,0.3,2775.0,Low
2010-09-04,0.3,0.3035229014775935,0.2967119933281041,0.3,2148.6,Low
2010-09-05,0.3,0.3013446950664202,0.2969875064428093,0.3,129.0,Low
2010-09-06,0.3,0.3011256322282572,0.2993667642136544,0.3,2327.7,Low
2010-09-07,0.3,0.303081920799699,0.2988420071029583,0.3,121.2,Low
2010-09-08,0.3,0.3023269926057447,0.299213144762689,0.3,626.1,Low
2010-09-09,0.3,0.305660462087941,0.2966973967381803,0.3,1953.6,Low
2010-09-10,0.3,0.3046623539466997,0.2958431605714761,0.3,2589.0,Low
2010-09-11,0.3,0.3045673826331481,0.2961729425404529,0.3,2100.9,Low
2010-09-12,0.3,0.3054512025165518,0.2947245541113044,0.3,553.5,Low
2010-09-13,0.3,0.3007755078820195,0.2959453962975525,0.3,2571.6,Low
2010-09-14,0.3,0.3034474970785577,0.2949706661612112,0.3,219.0,Low
2010-09-15,0.3,0.3036315135930479,0.2988995764479299,0.3,1368.9,Low
2010-09-16,0.3,0.3057830373577192,0.2987216059747103,0.3,2947.5,Low
2010-09-17,0.3,0.3019652409027175,0.294465050017007,0.3,1783.2,Low
2010-09-18,0.3,0.301672724045518,0.2976781833127179,0.3,30.3,Low
2010-09-19,0.3,0.3008716754709133,0.2984631070295492,0.3,1089.3,Low
2010-09-20,0.3,0.3003936488886713,0.2945012053588389,0.3,2132.7,Low
2010-09-21,0.3,0.3055983171057154,0.2941704042109836,0.3,71.39999999999999,Low
2010-09-22,0.3,0.3041185243155681,0.296064713018569,0.3,1372.2,Low
2010-09-23,0.3,0.3047753715985318,0.297486469973665,0.3,599.4,Low
2010-09-24,0.3,0.3019058616027975,0.2957762011942278,0.3,1068.9,Low
2010-09-25,0.3,0.3036425379472621,0.299611320101654,0.3,2755.8,Low
2010-09-26,0.3,0.3006645450168895,0.2988751399653439,0.3,536.4,Low
2010-09-27,0.3,0.3030680772968273,0.297598327668531,0.3,2109.6,Low
2010-09-28,0.3,0.3058717222965433,0.2949563203419443,0.3,2346.6,Low
2010-09-29,0.3,0.3052960798983045,0.297965399333682,0.3,82.5,Low
2010-09-30,0.3,0.30222750602547,0.2993701302170314,0.3,816.3,Low
2010-10-01,0.3,0.3057809498808865,0.2975412089419968,0.3,1998.9,Low
2010-10-02,0.3,0.3016206992708858,0.2983248513308536,0.3,2012.1,Low
2010-10-03,0.3,0.3057111172877694,0.2993804583529967,0.3,1009.2,Low
2010-10-04,0.3,0.305665852916827,0.2974261317319806,0.3,648.9,Low
2010-10-05,0.3,0.3048554547479086,0.2976968980659414,0.3,1932.6,Low
2010-10-06,0.3,0.3038935532401406,0.2955171121086465,0.3,1747.8,Low
2010-10-07,0.3,0.3052834414097621,0.2993397325190635,0.3,372.6,Low
2010-10-08,0.3,0.3019702156216944,0.2975393896565237,0.3,341.1,Low
2010-10-09,0.3,0.3051389782652836,0.2977481289199565,0.3,2042.4,Low
2010-10-10,0.3,0.3038218971439299,0.2960131173078742,0.3,1709.7,Low
2010-10-11,0.3,0.3003754500892257,0.2946388516050532,0.3,2248.8,Low
2010-10-12,0.3,0.3022792310522136,0.2988849581962723,0.3,2460.3,Low
2010-10-13,0.3,0.3011444029074045,0.295047353617021,0.3,1881.6,Low
2010-10-14,0.3,0.305896427521964,0.2962245766043178,0.3,2088.3,Low
2010-10-15,0.3,0.3030267107501279,0.2995333166441203,0.3,1177.5,Low
2010-10-16,0.3,0.3031351307833423,0.2953287345287524,0.3,2790.3,Low
2010-10-17,0.3,0.3039449933434727,0.2966351782117066,0.3,2011.5,Low
2010-10-18,0.3,0.3024009322549388,0.2951404056998932,0.3,749.1,Low
2010-10-19,0.3,0.3010803315486079,0.2973694522126441,0.3,2684.1,Low
2010-10-20,0.3,0.3049860710792072,0.295906634075408,0.3,2674.2,Low
2010-10-21,0.3,0.3013821330978457,0.2985668160293024,0.3,153.6,Low
2010-10-22,0.3,0.3032145182005147,0.2986064859239364,0.3,2838.3,Low
2010-10-23,0.3,0.301578607065156,0.297760504273684,0.3,1768.8,Low
2010-10-24,0.3,0.300857713561616,0.296739189113932,0.3,2185.2,Low
2010-10-25,0.3,0.3052144916493036,0.2956157972936978,0.3,2310.6,Low
2010-10-26,0.3,0.3058456410874318,0.2958992125101977,0.3,914.4,Low
2010-10-27,0.3,0.305776757550959,0.2950183359899404,0.3,2241.6,Low
2010-10-28,0.3,0.3054673663455607,0.2972695375800364,0.3,2682.6,Low
2010-10-29,0.3,0.3047120697963822,0.2944985832496587,0.3,1253.4,Low
2010-10-30,0.3,0.3021989273665633,0.2990777439726287,0.3,647.6999999999999,Low
2010-10-31,0.3,0.3007622779229316,0.2986329411398148,0.3,288.0,Low
2010-11-01,0.3,0.3026212746770587,0.2958028098208473,0.3,30.9,Low
2010-11-02,0.3,0.3016237346103743,0.2982534957236456,0.3,1739.7,Low
2010-11-03,0.3,0.3010551795181205,0.2987618338866405,0.3,2127.0,Low
2010-11-04,0.3,0.3006045349361849,0.2946469856538827,0.3,708.3,Low
2010-11-05,0.3,0.3044358878760002,0.2993101151750517,0.3,2645.4,Low
2010-11-06,0.3,0.3003651365141627,0.2940486146876164,0.3,2307.6,Low
2010-11-07,0.3,0.3046923102664658,0.2947832409251903,0.3,651.6,Low
2010-11-08,0.3,0.3011375958787821,0.2947509308400918,0.3,2240.7,Low
2010-11-09,0.3,0.3007532758707445,0.2961163355434891,0.3,412.5,Low
2010-11-10,0.3,0.30081073729516,0.2984183226249408,0.3,1380.0,Low
2010-11-11,0.3,0.3041306725019173,0.2951508781380548,0.3,2829.0,Low
2010-11-12,0.3,0.3016985930961611,0.2993933367785064,0.3,335.1,Low
2010-11-13,0.3,0.3026970749600765,0.2963819425337973,0.3,2078.7,Low
2010-11-14,0.3,0.3034770021105463,0.2971967900797122,0.3,409.8,Low
2010-11-15,0.3,0.3052051416908241,0.2954226810577153,0.3,2878.8,Low
2010-11-16,0.3,0.3044441522974546,0.2995645216464822,0.3,403.5,Low
2010-11-17,0.3,0.3018408690598607,0.2974953226286436,0.3,1950.6,Low
2010-11-18,0.3,0.3010494519559594,0.2969805619112933,0.3,1040.7,Low
2010-11-19,0.3,0.3006156336264008,0.2988315524147779,0.3,1164.9,Low
2010-11-20,0.3,0.3020191122165414,0.2973360949353343,0.3,1273.8,Low
2010-11-21,0.3,0.3017940734506661,0.2945102771894504,0.3,2412.9,Low
2010-11-22,0.3,0.3029000012307627,0.2970287849220883,0.3,2488.8,Low
2010-11-23,0.3,0.3041947036126218,0.298264875787585,0.3,2868.9,Low
2010-11-24,0.3,0.3042650650401415,0.2966656901521194,0.3,340.5,Low
2010-11-25,0.3,0.3019160574255183,0.2993531981228718,0.3,358.5,Low
2010-11-26,0.3,0.3024655836486306,0.298022669306247,0.3,2795.1,Low
2010-11-27,0.3,0.3013325604819003,0.295233270572365,0.3,696.3,Low
2010-11-28,0.3,0.3047947094201471,0.2960410887735963,0.3,2120.1,Low
2010-11-29,0.3,0.3006240340356694,0.29956328634595,0.3,1822.2,Low
2010-11-30,0.3,0.3042728842778324,0.2964517068073804,0.3,807.0,Low
2010-12-01,0.3,0.3047385637568642,0.2984611615414723,0.3,214.8,Low
2010-12-02,0.3,0.3047312231025378,0.2941382260497771,0.3,1266.9,Low
2010-12-03,0.3,0.3017787086167685,0.2952329841245473,0.3,1238.4,Low
2010-12-04,0.3,0.3024307348862156,0.2989709238344021,0.3,351.3,Low
2010-12-05,0.3,0.3036493179206194,0.2975023896372183,0.3,208.8,Low
2010-12-06,0.3,0.3018550848438194,0.2969071731004233,0.3,2315.1,Low
2010-12-07,0.3,0.3024138609555419,0.2986604812313843,0.3,2016.9,Low
2010-12-08,0.3,0.3014232093970581,0.2956855820352562,0.3,1896.3,Low
2010-12-09,0.3,0.3029211785374092,0.2949041410664677,0.3,1560.3,Low
